Date,Product,Region,Sales_Rep,Quantity,Unit_Price,Total_Sales
2023-11-26,Product D,Central,Alice Johnson,46,161.74893844154266,7440.451168310962
2023-12-28,Product D,East,David Wilson,21,192.76991942776286,4048.16830798302
2023-01-11,Product D,South,Eva Brown,37,497.80037432777453,18418.61385012766
2023-12-07,Product E,Central,Alice Johnson,27,425.16201088173466,11479.374293806835
2023-05-31,Product C,Central,David Wilson,40,287.0538104787436,11482.152419149745
2023-11-05,Product B,North,David Wilson,12,197.24512532473403,2366.941503896808
2023-09-13,Product A,West,Alice Johnson,12,207.48534252854094,2489.824110342491
2023-09-01,Product D,East,Eva Brown,34,468.3432999372214,15923.672197865528
2023-11-29,Product B,Central,Bob Smith,14,58.62250208637691,820.7150292092767
2023-11-20,Product E,North,Alice Johnson,8,462.5957703993298,3700.7661631946385
2023-11-03,Product B,East,Alice Johnson,15,371.88756616451207,5578.313492467681
2023-09-18,Product E,East,Carol Davis,10,159.2003079334749,1592.0030793347491
2023-01-04,Product B,West,Alice Johnson,23,194.82887340424296,4481.064088297588
2023-04-11,Product C,North,Eva Brown,18,373.0259415087567,6714.466947157621
2023-03-04,Product A,South,Alice Johnson,14,202.94001936704927,2841.16027113869
2023-09-12,Product E,South,David Wilson,42,462.91168785575337,19442.290889941643
2023-04-26,Product E,South,Bob Smith,1,92.3298255744125,92.3298255744125
2023-08-06,Product A,East,Carol Davis,24,295.8205516102602,7099.693238646245
2023-06-19,Product B,North,David Wilson,49,148.3337787632529,7268.355159399392
2023-11-20,Product B,North,Carol Davis,43,255.95324851460245,11005.989686127905
2023-08-04,Product A,West,Bob Smith,16,272.71613926384066,4363.458228221451
2023-01-27,Product D,West,David Wilson,3,351.61146460227167,1054.8343938068151
2023-12-08,Product B,North,Bob Smith,49,64.4639310938228,3158.732623597317
2023-11-08,Product D,West,Bob Smith,23,87.63953822305392,2015.7093791302402
2023-03-25,Product D,Central,Eva Brown,15,256.34759388871004,3845.2139083306506
2023-02-06,Product E,East,Eva Brown,18,96.07932897839625,1729.4279216111324
2023-12-22,Product D,West,Carol Davis,45,108.6890915145426,4891.009118154417
2023-09-06,Product D,Central,David Wilson,34,412.0668773955337,14010.273831448147
2023-02-24,Product B,South,Alice Johnson,13,35.716037948866514,464.3084933352647
2023-01-10,Product C,West,Carol Davis,21,57.38033429590789,1204.9870202140658
2023-04-02,Product A,Central,Eva Brown,49,20.704888873238886,1014.5395547887055
2023-03-10,Product B,North,David Wilson,40,219.89238227873466,8795.695291149386
2023-03-04,Product C,West,Bob Smith,33,64.84794328604673,2139.982128439542
2023-04-07,Product E,East,Alice Johnson,36,243.72186238265036,8773.987045775413
2023-09-23,Product A,North,Bob Smith,27,311.384179467202,8407.372845614454
2023-05-07,Product D,West,Alice Johnson,28,138.73326234503838,3884.5313456610747
2023-10-04,Product B,North,Eva Brown,19,208.43460781433234,3960.2575484723143
2023-07-12,Product E,East,Bob Smith,21,202.21085034653808,4246.4278572773
2023-02-09,Product C,North,Eva Brown,38,41.31146160370317,1569.8355409407206
2023-06-21,Product E,South,Eva Brown,48,472.90661701951603,22699.51761693677
2023-03-28,Product A,North,Eva Brown,2,469.443492179372,938.886984358744
2023-04-28,Product B,South,Carol Davis,20,396.218455634686,7924.36911269372
2023-10-10,Product B,West,Carol Davis,17,114.43963846382897,1945.4738538850925
2023-09-03,Product C,North,David Wilson,40,92.8893279827859,3715.573119311436
2023-07-16,Product D,West,Eva Brown,9,143.1154537681912,1288.0390839137208
2023-06-01,Product E,South,Bob Smith,19,309.55741156138583,5881.590819666331
2023-01-17,Product C,East,Alice Johnson,1,180.00988568501705,180.00988568501705
2023-09-09,Product A,West,David Wilson,35,292.4795625385343,10236.7846888487
2023-07-30,Product E,West,David Wilson,1,101.87718398830036,101.87718398830036
2023-04-19,Product A,South,Carol Davis,32,327.66578837641276,10485.305228045208
2023-12-08,Product B,East,David Wilson,18,330.6297652299003,5951.335774138205
2023-03-23,Product D,South,David Wilson,18,74.39206759908154,1339.0572167834678
2023-07-20,Product C,East,Bob Smith,5,261.83816887844694,1309.1908443922348
2023-06-07,Product D,West,Alice Johnson,28,167.28855236403993,4684.079466193118
2023-08-23,Product D,Central,David Wilson,15,199.28097552131715,2989.2146328197573
2023-01-01,Product A,West,Bob Smith,5,358.4684428886054,1792.342214443027
2023-10-25,Product D,West,Bob Smith,2,227.90926066058452,455.81852132116904
2023-04-18,Product B,North,David Wilson,7,343.8282341608926,2406.797639126248
2023-09-09,Product C,South,Bob Smith,38,493.3788267701475,18748.395417265605
2023-06-28,Product B,West,Bob Smith,37,235.5612348149549,8715.765688153331
2023-01-03,Product B,East,Carol Davis,12,246.93942688728083,2963.2731226473697
2023-05-25,Product E,South,David Wilson,10,151.96671203172517,1519.6671203172516
2023-01-17,Product D,East,Eva Brown,32,354.9754117699119,11359.21317663718
2023-08-07,Product E,East,Eva Brown,24,434.45124498355165,10426.82987960524
2023-06-01,Product C,East,Carol Davis,4,128.41287120140072,513.6514848056029
2023-06-17,Product C,West,Alice Johnson,40,54.828884009854775,2193.155360394191
2023-10-29,Product E,East,Alice Johnson,36,163.28875678686782,5878.395244327242
2023-12-21,Product A,North,Bob Smith,13,210.4994678546594,2736.4930821105722
2023-11-04,Product D,East,Carol Davis,26,227.6501344815371,5918.903496519964
2023-04-17,Product C,East,David Wilson,12,366.23907823692565,4394.868938843108
2023-03-25,Product E,North,Alice Johnson,45,308.7441350551309,13893.486077480891
2023-04-30,Product B,North,Alice Johnson,40,221.29313758352114,8851.725503340846
2023-05-08,Product E,East,Carol Davis,5,263.9570631374684,1319.785315687342
2023-11-23,Product E,South,Bob Smith,34,227.8675523778133,7747.496780845652
2023-01-31,Product C,Central,Eva Brown,2,465.52830777365085,931.0566155473017
2023-01-20,Product A,South,Bob Smith,16,237.35285454578658,3797.6456727325854
2023-07-18,Product A,Central,Carol Davis,6,356.7340870128623,2140.4045220771736
2023-04-01,Product B,West,Alice Johnson,15,325.5148989632047,4882.723484448071
2023-12-15,Product E,North,David Wilson,33,234.59810491889002,7741.737462323371
2023-08-27,Product E,South,Eva Brown,37,223.15715122670946,8256.81459538825
2023-11-16,Product B,South,Carol Davis,48,499.534254070786,23977.644195397726
2023-03-28,Product A,East,Bob Smith,28,266.8561728210206,7471.972838988577
2023-06-18,Product C,Central,David Wilson,39,415.81107596849193,16216.631962771185
2023-10-07,Product E,East,Bob Smith,45,34.161403683814086,1537.2631657716338
2023-05-08,Product B,Central,Carol Davis,38,199.48126049385638,7580.287898766543
2023-08-14,Product E,South,Carol Davis,9,466.8505894005183,4201.655304604665
2023-07-01,Product E,South,Carol Davis,39,498.859408999683,19455.516950987636
2023-01-03,Product E,West,Carol Davis,33,499.11795475615264,16470.892506953038
2023-07-22,Product C,North,Eva Brown,39,487.4752622128529,19011.535226301265
2023-02-15,Product B,East,David Wilson,11,343.66711278775233,3780.3382406652754
2023-05-03,Product A,East,Carol Davis,31,134.9957820878659,4184.869244723843
2023-10-08,Product C,West,Carol Davis,2,414.93125268427207,829.8625053685441
2023-03-10,Product A,South,Bob Smith,38,464.9922111181266,17669.70402248881
2023-01-10,Product B,West,David Wilson,21,42.36710083285843,889.7091174900271
2023-11-22,Product A,East,Bob Smith,5,184.08914737609206,920.4457368804603
2023-07-08,Product E,Central,Bob Smith,38,160.39622576080396,6095.05657891055
2023-01-26,Product E,East,Alice Johnson,16,302.8643444064949,4845.829510503919
2023-02-16,Product E,East,Eva Brown,2,338.6748624670875,677.349724934175
2023-06-15,Product B,South,Carol Davis,38,421.03127501498244,15999.188450569332
2023-09-21,Product A,Central,Eva Brown,8,456.4490456820592,3651.5923654564735
2023-12-07,Product D,South,Bob Smith,29,277.77341690243446,8055.429090170599
2023-09-28,Product B,South,Eva Brown,16,436.11206428880826,6977.793028620932
2023-12-31,Product E,North,Eva Brown,16,267.468111917468,4279.489790679488
2023-06-15,Product E,North,Alice Johnson,9,149.18861062981023,1342.697495668292
2023-04-01,Product E,South,Eva Brown,49,316.568457341312,15511.854409724288
2023-08-08,Product E,Central,Bob Smith,7,347.81439559694905,2434.7007691786434
2023-12-27,Product C,South,Bob Smith,25,382.0271000319276,9550.67750079819
2023-05-09,Product B,South,David Wilson,25,61.768669269976044,1544.216731749401
2023-03-08,Product E,South,Eva Brown,2,44.687803645475476,89.37560729095095
2023-03-23,Product B,West,Eva Brown,20,426.91785108782676,8538.357021756536
2023-07-31,Product A,North,Alice Johnson,1,26.175848591160353,26.175848591160353
2023-08-25,Product A,East,Carol Davis,24,125.33779833019521,3008.107159924685
2023-10-28,Product B,Central,Alice Johnson,24,80.67761034787073,1936.2626483488975
2023-02-04,Product D,West,Carol Davis,17,134.1559054263739,2280.650392248356
2023-07-26,Product A,South,Carol Davis,1,379.8654545975423,379.8654545975423
2023-04-25,Product D,East,Eva Brown,35,91.05587454292056,3186.9556090022197
2023-03-16,Product B,South,Alice Johnson,42,37.16816549488229,1561.062950785056
2023-11-11,Product C,West,Alice Johnson,26,106.36694387125056,2765.540540652514
2023-06-25,Product B,North,David Wilson,20,231.91284660360074,4638.256932072015
2023-06-13,Product D,Central,Alice Johnson,35,158.8301726502987,5559.056042760454
2023-11-06,Product D,North,Alice Johnson,16,217.24233643336328,3475.8773829338124
2023-03-06,Product E,East,Carol Davis,45,106.61966116435248,4797.884752395861
2023-06-30,Product D,West,David Wilson,36,126.05624059230767,4538.0246613230765
2023-06-18,Product B,South,Eva Brown,36,344.5088647067521,12402.319129443076
2023-04-13,Product E,South,Eva Brown,17,446.5772034984449,7591.812459473563
2023-06-08,Product C,North,Alice Johnson,37,99.87758531399845,3695.470656617943
2023-06-25,Product C,North,Carol Davis,39,74.58534664937288,2908.8285193255424
2023-01-02,Product C,North,Carol Davis,37,410.38247859171304,15184.151707893383
2023-05-20,Product E,West,Carol Davis,5,383.44351402065905,1917.2175701032952
2023-04-16,Product B,East,Alice Johnson,5,438.62438833171734,2193.121941658587
2023-05-17,Product A,North,David Wilson,36,439.0857125171919,15807.085650618908
2023-03-03,Product A,Central,Eva Brown,14,181.26617257300504,2537.7264160220707
2023-04-30,Product B,Central,Eva Brown,4,317.1091407857423,1268.4365631429691
2023-06-21,Product C,East,Carol Davis,42,62.650770788164984,2631.3323731029295
2023-12-28,Product B,South,David Wilson,48,499.6816472313781,23984.71906710615
2023-07-15,Product A,West,David Wilson,37,51.141656088896084,1892.241275289155
2023-04-08,Product D,Central,Eva Brown,31,178.71093632678006,5540.039026130182
2023-08-22,Product A,East,Bob Smith,12,393.0472046123321,4716.5664553479855
2023-07-04,Product E,North,Bob Smith,2,490.8778337782272,981.7556675564545
2023-03-09,Product A,East,Eva Brown,39,493.22663066901043,19235.838596091406
2023-11-07,Product A,South,Eva Brown,41,332.39524803299673,13628.205169352867
2023-01-31,Product D,South,Bob Smith,13,423.0432864035366,5499.5627232459765
2023-02-27,Product B,West,Bob Smith,43,186.79509257522125,8032.188980734513
2023-06-11,Product E,East,Eva Brown,3,242.52144568499597,727.5643370549878
2023-05-06,Product E,East,David Wilson,49,444.4317663361752,21777.156550472584
2023-01-11,Product B,South,Bob Smith,21,317.1175545144387,6659.4686448032135
2023-02-15,Product D,Central,Carol Davis,30,113.63830714806635,3409.1492144419904
2023-09-12,Product E,West,Bob Smith,47,480.2754035163649,22572.94396526915
2023-10-03,Product A,East,Eva Brown,11,383.5569947165147,4219.126941881662
2023-11-24,Product C,East,Bob Smith,27,233.14350357149098,6294.874596430256
2023-06-19,Product E,West,Alice Johnson,33,226.91991396404356,7488.357160813437
2023-04-07,Product B,West,Eva Brown,42,317.73492763907313,13344.866960841071
2023-06-26,Product B,Central,Eva Brown,28,337.9414629579091,9462.360962821454
2023-10-06,Product A,East,Bob Smith,30,456.7466456874,13702.399370622
2023-07-24,Product A,South,Alice Johnson,49,287.26737583122923,14076.101415730232
2023-05-14,Product B,South,Bob Smith,27,362.45729842230566,9786.347057402252
2023-11-26,Product A,Central,Bob Smith,6,417.5450693394939,2505.2704160369635
2023-09-03,Product B,West,Carol Davis,14,276.0408177997706,3864.5714491967883
2023-05-31,Product B,North,Eva Brown,21,228.96835564821507,4808.335468612517
2023-07-02,Product C,North,David Wilson,2,428.0328042360159,856.0656084720318
2023-08-14,Product C,South,Bob Smith,35,263.4633631796122,9221.217711286426
2023-04-30,Product C,North,Carol Davis,3,220.62388817414615,661.8716645224384
2023-11-25,Product D,West,Eva Brown,3,130.27268664407592,390.81805993222775
2023-04-04,Product D,Central,Alice Johnson,27,12.38551975119658,334.4090332823077
2023-01-29,Product B,West,Eva Brown,41,172.14823523229563,7058.077644524121
2023-06-22,Product C,West,Carol Davis,46,424.3646248959665,19520.772745214457
2023-05-23,Product D,South,Alice Johnson,43,189.39542778508812,8144.003394758789
2023-07-11,Product C,South,Bob Smith,38,430.48807326306064,16358.546783996304
2023-08-20,Product B,Central,Carol Davis,14,373.5910014210825,5230.274019895155
2023-10-31,Product A,Central,Carol Davis,26,450.5217514982471,11713.565538954424
2023-10-21,Product E,North,Alice Johnson,21,423.6510889538,8896.6728680298
2023-07-17,Product D,West,David Wilson,45,339.45065114500375,15275.279301525168
2023-06-17,Product B,West,Carol Davis,12,408.7180326710809,4904.616392052971
2023-09-05,Product E,North,Eva Brown,11,99.61759600364763,1095.793556040124
2023-12-13,Product A,South,Alice Johnson,39,326.1235408174427,12718.818091880265
2023-06-14,Product C,West,David Wilson,31,256.2887566544142,7944.951456286841
2023-05-10,Product A,East,Carol Davis,2,336.31411137942746,672.6282227588549
2023-01-21,Product B,Central,David Wilson,45,452.563438454165,20365.354730437426
2023-01-20,Product E,West,Bob Smith,25,256.57800328073085,6414.450082018271
2023-01-26,Product A,North,Carol Davis,33,272.8975481127896,9005.619087722056
2023-09-18,Product E,East,David Wilson,48,87.02990294290758,4177.435341259564
2023-10-18,Product D,Central,Bob Smith,22,140.453435734417,3089.9755861571743
2023-07-04,Product C,West,Eva Brown,20,255.9160702020068,5118.321404040136
2023-04-14,Product A,South,David Wilson,16,53.84183017708974,861.4692828334358
2023-11-28,Product E,Central,Bob Smith,39,481.9161241399232,18794.728841457007
2023-09-13,Product D,North,Bob Smith,23,59.57115361042058,1370.1365330396734
2023-03-18,Product D,East,Bob Smith,15,124.50831992442816,1867.6247988664225
2023-11-15,Product E,North,Bob Smith,24,403.1020978252059,9674.450347804941
2023-05-26,Product D,South,Eva Brown,16,231.12973681704358,3698.0757890726973
2023-01-29,Product E,North,Alice Johnson,25,103.91894622683442,2597.9736556708604
2023-10-06,Product A,East,Alice Johnson,14,269.3410495903592,3770.7746942650288
2023-06-07,Product C,Central,Eva Brown,18,250.25311981081586,4504.5561565946855
2023-08-26,Product A,South,Alice Johnson,33,467.92472035471144,15441.515771705477
2023-01-17,Product C,East,Carol Davis,37,268.6034120148593,9938.326244549795
2023-07-15,Product B,South,Eva Brown,11,159.49884654156804,1754.4873119572485
2023-08-06,Product E,Central,Alice Johnson,16,347.8957021112826,5566.331233780522
2023-08-15,Product B,West,Carol Davis,49,339.45731038677525,16633.408208951987
2023-08-16,Product A,North,Carol Davis,20,368.19507107834676,7363.901421566935
2023-05-17,Product D,Central,Eva Brown,38,215.27715921213354,8180.532050061074
2023-04-13,Product A,North,Eva Brown,6,459.3676219402085,2756.205731641251
2023-08-25,Product B,North,Bob Smith,7,182.7393282372535,1279.1752976607745
2023-05-02,Product C,Central,Bob Smith,32,97.47469674357336,3119.1902957943475
2023-08-20,Product D,South,Eva Brown,27,194.36707137190675,5247.910927041482
2023-10-15,Product D,South,Bob Smith,37,354.1753733294933,13104.488813191252
2023-08-15,Product D,South,Carol Davis,30,65.6865589613925,1970.5967688417752
2023-12-21,Product C,East,Alice Johnson,48,305.39472639386184,14658.946866905368
2023-03-28,Product C,West,Carol Davis,37,108.34929302775818,4008.9238420270526
2023-01-29,Product B,East,Bob Smith,44,18.834214389867,828.7054331541481
2023-09-28,Product D,West,Bob Smith,38,322.3272157925186,12248.434200115706
2023-03-31,Product C,East,David Wilson,2,63.116182631145136,126.23236526229027
2023-05-19,Product E,South,Bob Smith,14,248.81365588141,3483.39118233974
2023-07-10,Product D,West,Carol Davis,39,40.824663248831726,1592.1618667044372
2023-03-16,Product A,Central,Bob Smith,43,497.85333921512625,21407.69358625043
2023-02-17,Product E,West,David Wilson,44,17.76740269361939,781.7657185192531
2023-05-31,Product E,Central,David Wilson,28,249.5859539548415,6988.406710735562
2023-01-09,Product A,East,Carol Davis,37,328.27604971579365,12146.213839484364
2023-05-26,Product A,East,Alice Johnson,17,419.8554713143004,7137.543012343107
2023-08-14,Product C,West,David Wilson,12,106.8682485260989,1282.4189823131867
2023-09-15,Product E,North,David Wilson,14,20.77108925671523,290.79524959401317
2023-11-22,Product C,East,Bob Smith,24,351.7414924462243,8441.795818709383
2023-10-07,Product B,East,Alice Johnson,18,422.67492812782615,7608.148706300871
2023-11-09,Product C,West,David Wilson,7,207.2379141901696,1450.665399331187
2023-06-11,Product C,South,Carol Davis,29,464.0661214045663,13457.917520732422
2023-07-29,Product B,West,Bob Smith,45,349.3318662529845,15719.933981384303
2023-04-10,Product E,North,Alice Johnson,34,85.17231237065313,2895.8586206022064
2023-04-13,Product B,North,Eva Brown,34,187.18758602844085,6364.377924966989
2023-04-02,Product D,Central,Bob Smith,38,493.1077426262097,18738.09421979597
2023-12-30,Product A,West,Eva Brown,3,255.56973841417027,766.7092152425108
2023-09-07,Product D,East,David Wilson,11,215.54592769401168,2371.0052046341284
2023-09-20,Product E,South,Bob Smith,19,372.8496653969761,7084.143642542545
2023-10-31,Product C,South,Alice Johnson,48,101.88833922696163,4890.640282894158
2023-10-08,Product D,West,Alice Johnson,19,447.01783370412085,8493.338840378296
2023-12-01,Product C,South,David Wilson,19,313.59547048527253,5958.313939220178
2023-08-01,Product C,North,Bob Smith,19,427.2532142299836,8117.811070369688
2023-09-16,Product E,North,Bob Smith,11,452.4836580114777,4977.3202381262545
2023-07-23,Product C,East,David Wilson,29,471.0311541073275,13659.903469112498
2023-09-15,Product A,South,Eva Brown,33,419.4147100264167,13840.68543087175
2023-08-24,Product E,West,Alice Johnson,47,426.2402517759945,20033.291833471743
2023-05-07,Product E,East,Carol Davis,1,359.6676094691011,359.6676094691011
2023-10-16,Product E,North,Alice Johnson,42,231.58539904984184,9726.586760093358
2023-03-28,Product C,South,Eva Brown,20,352.18560592690733,7043.712118538147
2023-11-19,Product D,South,Carol Davis,48,226.90087564761222,10891.242031085387
2023-08-23,Product C,North,Eva Brown,27,16.62168473002946,448.78548771079545
2023-02-03,Product D,North,Alice Johnson,47,247.0864853162794,11613.064809865133
2023-08-09,Product A,North,David Wilson,49,364.5319409322334,17862.065105679438
2023-07-05,Product E,Central,Bob Smith,6,312.87045312523145,1877.2227187513886
2023-05-01,Product E,North,David Wilson,47,49.92220987934152,2346.3438643290515
2023-01-10,Product A,North,Alice Johnson,3,344.47364709283966,1033.420941278519
2023-06-26,Product A,North,Carol Davis,36,259.26593226597066,9333.573561574944
2023-08-06,Product A,West,Eva Brown,30,335.76081545097276,10072.824463529183
2023-10-18,Product E,West,Carol Davis,23,214.67719781675817,4937.575549785438
2023-03-21,Product E,East,Alice Johnson,29,499.6747771919171,14490.568538565596
2023-04-13,Product D,East,Bob Smith,48,229.27512142710987,11005.205828501274
2023-08-21,Product B,Central,Eva Brown,36,425.75628286753243,15327.226183231167
2023-05-25,Product B,Central,Eva Brown,28,402.39331710947704,11267.012879065358
2023-05-23,Product A,West,Bob Smith,12,311.57119598835897,3738.8543518603074
2023-01-23,Product C,North,Eva Brown,21,294.91243448502587,6193.1611241855435
2023-08-17,Product B,East,Eva Brown,13,269.7256462140666,3506.433400782866
2023-12-11,Product C,East,Carol Davis,45,140.39289852295659,6317.680433533046
2023-04-29,Product B,North,David Wilson,27,320.5395027232648,8654.56657352815
2023-12-03,Product B,West,Carol Davis,48,227.38641691130044,10914.548011742421
2023-12-28,Product E,North,Carol Davis,29,295.7031653668504,8575.391795638661
2023-01-16,Product A,East,Eva Brown,29,470.93819198438354,13657.207567547122
2023-03-31,Product D,West,David Wilson,17,71.55165044655561,1216.3780575914454
2023-06-25,Product D,North,Bob Smith,15,257.5066223145631,3862.5993347184467
2023-05-02,Product D,East,David Wilson,35,174.80940609063515,6118.32921317223
2023-07-01,Product A,Central,Bob Smith,16,385.7559599307088,6172.095358891341
2023-04-06,Product B,West,Carol Davis,10,442.0013210959512,4420.013210959512
2023-11-28,Product E,West,Carol Davis,20,280.82490612231464,5616.498122446293
2023-05-17,Product B,East,Eva Brown,16,356.8910487125974,5710.256779401559
2023-10-05,Product C,West,Carol Davis,14,301.68565214098675,4223.599129973814
2023-06-27,Product B,East,Alice Johnson,31,151.20061621313616,4687.2191026072205
2023-02-03,Product B,South,Alice Johnson,23,454.26011550647945,10447.982656649026
2023-05-15,Product A,Central,Carol Davis,38,345.7487123472344,13138.451069194907
2023-04-23,Product D,West,Alice Johnson,10,248.50801369263462,2485.0801369263463
2023-02-14,Product D,East,Carol Davis,49,385.5121274731212,18890.09424618294
2023-06-09,Product B,East,Carol Davis,41,359.83939445373807,14753.415172603261
2023-10-17,Product D,Central,Alice Johnson,40,274.6388677418759,10985.554709675036
2023-07-23,Product E,East,Carol Davis,18,186.2968125571455,3353.342626028619
2023-11-16,Product C,South,David Wilson,48,419.9975462104551,20159.882218101844
2023-06-26,Product A,West,Eva Brown,10,355.932780364901,3559.32780364901
2023-11-07,Product A,North,David Wilson,21,74.01084696310627,1554.2277862252317
2023-01-24,Product A,South,Alice Johnson,29,108.57586382155094,3148.700050824977
2023-08-13,Product B,East,Alice Johnson,12,332.6158017347505,3991.3896208170063
2023-08-16,Product D,North,Eva Brown,23,180.9465041365923,4161.769595141623
2023-08-17,Product A,West,Bob Smith,7,54.5295038011277,381.7065266078939
2023-05-08,Product E,South,Alice Johnson,11,371.2374195499393,4083.6116150493326
2023-07-15,Product C,Central,Bob Smith,16,341.3170933921882,5461.073494275011
2023-10-20,Product A,Central,David Wilson,19,49.20895218126287,934.9700914439945
2023-03-18,Product E,South,Alice Johnson,11,463.8345633431671,5102.180196774838
2023-03-02,Product B,North,Carol Davis,6,254.84478283862305,1529.0686970317383
2023-12-29,Product B,East,David Wilson,6,404.4337486020258,2426.6024916121546
2023-06-14,Product E,West,Alice Johnson,25,351.217591941185,8780.439798529625
2023-07-12,Product C,South,Bob Smith,28,377.63319644116814,10573.729500352707
2023-11-29,Product E,West,Alice Johnson,3,382.89293164528215,1148.6787949358463
2023-07-25,Product C,North,Eva Brown,36,478.0358286342849,17209.289830834256
2023-11-05,Product A,Central,Alice Johnson,2,292.69870043897146,585.3974008779429
2023-09-17,Product D,West,Eva Brown,13,331.44066378002356,4308.728629140306
2023-03-30,Product B,West,Alice Johnson,14,93.01697702569102,1302.2376783596742
2023-12-03,Product E,West,Eva Brown,28,463.53567450323317,12978.998886090529
2023-10-02,Product A,South,David Wilson,10,337.8855362120769,3378.855362120769
2023-02-15,Product A,East,Eva Brown,33,150.6235317410562,4970.576547454855
2023-03-18,Product C,North,Carol Davis,47,311.957918172,14662.022154084001
2023-04-04,Product C,West,David Wilson,44,461.1706610168195,20291.509084740057
2023-10-23,Product A,Central,Alice Johnson,23,189.35385021579248,4355.138554963227
2023-07-22,Product A,North,Bob Smith,10,136.61239745648135,1366.1239745648136
2023-12-22,Product D,East,Carol Davis,45,37.97643264984313,1708.939469242941
2023-11-17,Product B,North,Alice Johnson,15,255.83259134314818,3837.4888701472228
2023-02-20,Product E,East,Bob Smith,1,410.99671428365616,410.99671428365616
2023-02-05,Product B,West,Carol Davis,12,282.3766989574901,3388.5203874898807
2023-02-08,Product C,West,David Wilson,31,336.22496773002996,10422.973999630929
2023-05-26,Product A,South,Alice Johnson,31,297.8112356020327,9232.148303663014
2023-09-23,Product D,South,Carol Davis,43,252.35255585424179,10851.159901732397
2023-11-19,Product C,Central,David Wilson,28,449.16579107107367,12576.642149990063
2023-10-30,Product A,South,Bob Smith,7,107.02148485070121,749.1503939549085
2023-03-23,Product D,North,Bob Smith,40,296.925033813749,11877.00135254996
2023-02-12,Product B,South,Eva Brown,11,284.2615436048736,3126.87697965361
2023-09-14,Product C,South,Eva Brown,20,400.0228939042977,8000.457878085954
2023-05-29,Product D,West,David Wilson,18,398.41936069619516,7171.548492531513
2023-12-19,Product D,Central,Carol Davis,24,417.01152469618376,10008.276592708411
2023-11-07,Product E,Central,Bob Smith,2,268.5140149884217,537.0280299768434
2023-08-26,Product A,North,Carol Davis,35,161.5905954192063,5655.670839672221
2023-06-14,Product A,South,Bob Smith,28,344.0451767020476,9633.264947657333
2023-05-18,Product C,South,David Wilson,47,148.93852534572736,7000.110691249186
2023-10-15,Product B,South,Carol Davis,1,184.20960060448374,184.20960060448374
2023-05-02,Product B,South,Alice Johnson,30,22.181162798739138,665.4348839621741
2023-11-04,Product C,North,Bob Smith,46,410.8021122310853,18896.897162629924
2023-03-14,Product D,Central,Carol Davis,36,121.38781482431345,4369.961333675285
2023-02-14,Product D,North,Alice Johnson,22,116.95386740293195,2572.985082864503
2023-12-28,Product C,North,Carol Davis,48,224.51292387681374,10776.62034608706
2023-01-07,Product E,North,Carol Davis,37,445.53899821277554,16484.942933872695
2023-06-14,Product E,North,Bob Smith,22,175.30594839506702,3856.7308646914744
2023-06-10,Product B,West,David Wilson,18,15.396545584447654,277.1378205200578
2023-07-21,Product D,Central,David Wilson,13,472.4493189689599,6141.841146596479
2023-09-10,Product C,South,Alice Johnson,19,397.08750500821867,7544.662595156155
2023-02-04,Product A,Central,Bob Smith,1,442.28081124122536,442.28081124122536
2023-07-07,Product C,North,Eva Brown,41,65.95005231619476,2703.952144963985
2023-11-16,Product A,West,Alice Johnson,27,420.0630768910302,11341.703076057816
2023-06-11,Product A,West,Eva Brown,49,303.111874969879,14852.481873524071
2023-07-07,Product E,South,Alice Johnson,29,284.29990386808447,8244.69721217445
2023-06-13,Product D,Central,Bob Smith,36,65.29186681327336,2350.507205277841
2023-01-28,Product D,West,Carol Davis,40,86.88946329824131,3475.5785319296524
2023-04-11,Product E,South,Bob Smith,42,77.75875496832639,3265.867708669708
2023-09-14,Product E,North,David Wilson,20,438.6260660095976,8772.521320191952
2023-04-15,Product B,West,Alice Johnson,34,211.0434734425338,7175.47809704615
2023-09-23,Product D,North,Eva Brown,1,347.29523620769226,347.29523620769226
2023-09-28,Product A,West,Eva Brown,43,82.54928214952653,3549.619132429641
2023-12-20,Product E,East,David Wilson,42,188.96168386587215,7936.39072236663
2023-11-13,Product C,North,Alice Johnson,10,413.8913131022085,4138.9131310220855
2023-07-24,Product C,South,Eva Brown,6,35.51547904842217,213.09287429053302
2023-01-20,Product A,South,Eva Brown,1,125.42730795130562,125.42730795130562
2023-02-23,Product B,North,Carol Davis,9,406.6194693467793,3659.5752241210134
2023-10-17,Product C,South,Bob Smith,2,39.36332610732991,78.72665221465982
2023-02-01,Product B,West,Alice Johnson,8,466.4567594821949,3731.6540758575593
2023-01-15,Product E,West,Bob Smith,46,188.02806032224976,8649.290774823488
2023-05-27,Product C,East,Eva Brown,43,484.33086430241195,20826.227165003715
2023-10-04,Product B,North,Bob Smith,10,375.1683282244962,3751.683282244962
2023-07-20,Product C,South,David Wilson,6,45.15031843623823,270.9019106174294
2023-03-31,Product A,East,Eva Brown,49,62.55094841296457,3064.9964722352643
2023-11-27,Product A,East,Bob Smith,22,437.6868147351269,9629.109924172792
2023-06-08,Product B,South,Alice Johnson,36,158.6484982849435,5711.345938257967
2023-01-13,Product A,South,Bob Smith,16,84.62222106315107,1353.9555370104172
2023-03-18,Product C,North,Eva Brown,31,313.8006534039301,9727.820255521832
2023-07-01,Product B,East,Alice Johnson,48,104.49140838170035,5015.587602321617
